Designator,Mid X,Mid Y,Rotation,Layer
D1,70.213,-50.817,211.2,top
D2,137.572,-56.473,139.2,top
D3,153.007,-122.282,67.19999999999999,top
D4,95.189,-157.298,355.2,top
D5,44.019,-113.13,283.2,top
J1,52.107,-68.18,236.4,top
